openalexid,value,key
W4310526926,"['Recurrent neural network', 'enterprise risk early warning model']",Predictive AI
W4312532575,"['CycleGAN', 'Data Generation', 'Data Cleaning', 'Data augmentation']",Data-Centric AI
W4214830647,"['AIteach', 'natural language processing technology', 'case extraction', 'clinical questioning data module', 'virtual case data module', 'student learning difficulty module']",Decision-Support AI
W4281691305,[],Decision-Support AI
W4293071791,"['Convolutional Neural Network (CNN)', 'Long-Short Term Memory (LSTM)']",Predictive AI
W4297948009,"['Transformer architecture', 'Quantization techniques', 'Structured outliers', 'Gamma Migration', 'Token-Wise Clipping']",Data-Centric AI
W4312360866,['forest identification'],Decision-Support AI
W4224049339,"['structural time-series models', 'Altman’s EM Z″-score model', 'time-series forecasting', 'bankruptcy risk assessment']",Predictive AI
W4281785669,[],Other
W4220844058,[],Other
W4389065661,[],Other
W4307939586,[],Other
W4312802541,"['Transfer Learning', 'Convolutional Neural Network (CNN)']",Predictive AI
W4288885902,"['machine learning model', 'earth system model']",Data-Centric AI
W4292636414,[],Other
W4220917047,"['deep convolutional artificial neural network', 'satellite top of atmosphere radiation observed by CERES', 'CMIP5 and CMIP6 historical and abrupt-4xCO2 experiment model output', 'ERA5 and MERRA-2 reanalyses']",Data-Centric AI
W4306850109,"['Multilayer Artificial Neural Networks', 'Generalized Artificial Neural Networks']",Predictive AI
W4286462132,"['ANN-CA', 'simulation accuracy', 'Kappa coefficient', 'rural-to-urban migration', 'food crisis early warning', 'strategic planning', 'food insecurity']",Decision-Support AI
W4367162883,[],Other
W4302307328,['linear inverse model'],Predictive AI
W4296293264,"['OD flow prediction', 'spatiotemporal virtual graph convolutional network (ST-VGCN)']",Predictive AI
W4309941137,"['ARIMA', 'DNN', 'LSTM']",Predictive AI
W4285193214,N/A,N/A
W4310922222,"['multilayer perceptrons', 'convolutional long short-term memory networks']",Predictive AI
W4302302514,['CNN'],Data-Centric AI
W4224279911,"['fraudulent claims', 'healthcare insurance system', 'machine learning models', 'fraud detection']",Predictive AI
W4221102774,"['Landsat images', 'Multilayer Perceptron Neural Network']",Data-Centric AI
W4224307113,"['ARIMA', 'AR', 'linear regression', 'SVR', 'XGBoost', 'LSTM']",Predictive AI
W4283761352,"['DBGT', 'AdaBoost', 'random forest', 'Bagging']",Predictive AI
W4290775870,['BP neural network model'],Decision-Support AI
W4281677504,"['citizen science-based systems', 'machine learning detection and classification routines', 'data validation']",Data-Centric AI
W4220703268,N/A,N/A
W4292719340,"['U-Convolutional-LSTM', 'wildfire prediction']",Predictive AI
W4309385478,"['CNN', 'classification']",Predictive AI
W4309618893,[],Other
W4226057393,[],Other
W4224215884,"['Principal Component Analysis', 'Artificial Neural Network']",Data-Centric AI
W4229051638,['Explainable AI'],Data-Centric AI
W4289846345,[],Data-Centric AI
W4295048115,"['logistic regression', 'multiple linear regression', 'artificial neural network', 'naive Bayes']",Predictive AI
W4313466134,['Artificial Neural Network (ANN)'],Predictive AI
W4307821209,"['collective learning', 'neural networks', 'orientation task', 'decision-making processes']",Decision-Support AI
W4214845281,['C4.5'],Decision-Support AI
W4284886050,['artificial neural networks (ANNs)'],Predictive AI
W4293525406,N/A,N/A
W4287147696,"['BERT-CNN', 'word frequency characteristic analysis', 'semantic network analysis']",Data-Centric AI
W4221050432,"['containerized architecture', 'microservice encapsulation']",Decision-Support AI
W4221142265,"['Natural Language Processing', 'policy analysis']",Decision-Support AI
W4225264426,"['machine learning', 'random forests', 'gradient boosting', 'neural networks']",Predictive AI
W4283120639,"['regression algorithm', 'Deep Learning']",Predictive AI
W4309691500,"['BladeRF software-defined radio', 'Wideband antenna', 'Raspberry Pi 4', 'TensorFlow', 'CNNs', 'Machine learning classifier']",Data-Centric AI
W4309483912,['Artificial Neural Network (ANN)'],Predictive AI
W4290501698,"['water quality prediction', 'deep learning models']",Predictive AI
W4223624063,['climate-related financial risk assessment'],Decision-Support AI
W4220869968,['AI'],Decision-Support AI
W4224272595,"['single-cell RNA sequencing', 'tumor microenvironment']",Data-Centric AI
W4308118014,['Multilayer Feedforward Artificial Neural Network model'],Predictive AI
W4313209671,"['Video capture', 'VR content creation', 'Immersive viewer experience']",Data-Centric AI
W4313290110,"['2D convolutional neural network', 'deep learning', 'transfer learning']",Data-Centric AI
W4308246669,[],Other
W4312629360,"['random forest model', 'financial distress prediction']",Predictive AI
W4298987949,['artificial neural network'],Predictive AI
W4308884325,"['leakage location methods', 'leakage detection methods']",Decision-Support AI
W4306759153,[],Other
W4292262781,"['Bayesian prediction models', 'Genomic (SNP)', 'Transcriptomic (GE)', 'DNA methylomic (MET)']",Decision-Support AI
W4296598231,['deep learning'],Data-Centric AI
W4214557659,"['deep learning models', 'YOLOv3', 'YOLOv4', 'YOLOv5', 'Faster R-CNN', 'SSD']",Data-Centric AI
W4220682401,['Auto-Reservoir Neural Network'],Predictive AI
W4324356260,"['3-dimensional Convolutional Neural Network', 'smoke signals with fire ignition']",Predictive AI
W4312250221,['LSTM-based IoT sensor analytics'],Predictive AI
W4285162186,"['IoT', 'Smart irrigation systems']",Decision-Support AI
W4210503149,[],Other
W4220746054,"['tilt photography data', 'spatial convolutional neural network', 'fuzzy neural network', 'logarithmic depth iterative regression neural network', 'polynomial depth iterative regression neural network', 'transfinite learning machine', 'binary neural network']",Data-Centric AI
W4285596529,['NLP-TVP-VAR'],Predictive AI
W4223600381,"['machine learning prediction models', 'support vector machine (SVM)', 'Chi‐squared automatic interaction detector (Chaid)', 'linear regression', 'neural network (NN)']",Predictive AI
W4221034007,['back-propagation neural network (BPNN)'],Decision-Support AI
W4206262488,"['Naïve Bayes', 'Netica software']",Predictive AI
W4282827367,"['Convolutional Neural Networks', 'image classification', 'skin cancer diagnosis']",Predictive AI
W4283077146,"['GAN', 'synthetic data creation']",Data-Centric AI
W4385574253,[],Other
W4293244946,"['multi-sensor fusion', 'LiDAR point cloud', 'sensor equipments']",Data-Centric AI
W4220891829,['BPNN'],Predictive AI
W4280515006,"['sentiment analysis', 'preprocessing', 'feature extraction', 'TF-IDF', 'Word2Vec', 'Glove', 'FastText', 'SVM', 'XGBoost']",Data-Centric AI
W4280613415,"['rockburst tendency criterion', 'microseismic monitoring technology', 'artificial intelligence']",Predictive AI
W4206715987,[],Other
W4284969319,['YOLOv4 tiny'],Predictive AI
W4280530928,"['LSTMs', 'time series forecasting']",Predictive AI
W4310670603,"['deep convolutional neural network', 'bone condition', 'CT images']",Predictive AI
W4312100557,"['Swin transformer', 'Solar radio spectrum classification']",Predictive AI
W4308507521,"['artificial neural networks', 'mathematical modeling']",Predictive AI
W4295832188,[],Data-Centric AI
W4283452049,"['digital image processing', 'computer graphics', 'artificial intelligence']",Data-Centric AI
W4312248717,"['Open AI GPT-3', 'creativity measures']",Data-Centric AI
W4307478651,"['DenseNet-161', 'Convolutional Neural Networks']",Predictive AI
W4206510525,"['Nonlinear Auto-Regressive (NAR)', 'Nonlinear Auto-Regressive with exogenous input (NARX)']",Predictive AI
W4307574204,[],Other
W4213156196,"['morphological network', 'speckle noise suppression', 'edge enhancement']",Data-Centric AI
W4320478710,N/A,N/A
W4282593989,['machine learning technologies'],Data-Centric AI
W4293792636,[],Other
W4313392768,"['logistic regression', 'multilayer neural network']",Predictive AI
W4293104633,"['NN-RBFN', 'Aerial journalism']",Decision-Support AI
W4307367090,N/A,N/A
W4290861374,"['LSTM-based', 'machine learning technique']",Predictive AI
W4307190582,[],Other
W4205674377,"['deep learning', 'change detection', 'convolutional autoencoder', 'feature selection', 'reliability maps']",Data-Centric AI
W4285587135,"['Cellular Automata', 'Artificial Neural Networks']",Decision-Support AI
W4282924859,[],Data-Centric AI
W4307029815,['maximum entropy machine learning'],Decision-Support AI
W4283642514,"['machine-learning methods', 'random forest model']",Decision-Support AI
W4290694516,['object-oriented deep learning classification'],Data-Centric AI
W4283375115,"['MODWT', 'autoregressive neural network']",Predictive AI
W4294539212,"['embankment dams', 'stability analysis', 'pore water pressure prediction', 'meteorological data', 'hydrological data', 'geotechnical data', 'artificial neural networks']",Data-Centric AI
W4281571891,['deep learning'],Decision-Support AI
W4366540008,['rule-based reasoning system'],Decision-Support AI
W4311177633,[],Data-Centric AI
W4309508569,['NLP'],Data-Centric AI
W4292291345,"['LSTM-based', 'IoT sensor analytics', 'neural network model', 'convolutional neural architectures', 'recurrent neural architectures', 'retrospective medical studies']",Predictive AI
W4307554826,"['convolutional neural network (CNN)', 'attention-based multi-scale feature pyramid network']",Predictive AI
W4214491099,"['Deep learning', 'Peptide sequence information', 'Physicochemical properties']",Predictive AI
W4308726017,['Hidden Markov Models'],Predictive AI
W4390861357,"['LSTMs', 'sentiment analysis']",Predictive AI
W4308203191,"['Digital Twins', 'hydraulic modelling', 'AI tools', 'water supply systems']",Decision-Support AI
W4212870606,"['convolutional neural networks', 'rock image data']",Data-Centric AI
W4307028170,[],Other
W4285185805,"['temporal convolutional network', 'cardiac arrest prediction']",Predictive AI
W4283383726,"['AI-based predictive analytics', 'early warning systems', 'situational awareness']",Decision-Support AI
W4221091928,['deeplearning models'],Predictive AI
W4310534354,"['decision tree', 'random forest', 'extra trees']",Predictive AI
W4293162114,"['CANYON-MED', 'argo profiling floats']",Predictive AI
W4294242958,"['random forest', 'support vector machines', 'linear discriminant analysis', 'neural networks']",Predictive AI
W4290861718,['machine learning models'],Predictive AI
W4289655378,[],Data-Centric AI
W4309748712,"['XGBoost', 'Landslide prediction', 'Accuracy metrics']",Predictive AI
W4282010581,"['machine learning', 'multi-spectral imagery', 'UAV', 'MAIA-S2 camera', 'plastic detection']",Data-Centric AI
W4307526921,"['regression analysis', 'Artificial Neural Networks (ANN)']",Predictive AI
W4320466183,['LSTMs'],Predictive AI
W4310480015,"['artificial intelligence', 'IoT', 'big data']",Decision-Support AI
W4308697734,"['patient health surveillance systems', 'population health metrics']",Decision-Support AI
W4220968523,"['Transformer-based', 'Time-Series Forecasting', 'Risk Modeling', 'XGBoost', 'Transformer-XL']",Predictive AI
W4294811890,"['artificial neural network', 'long- and short-term memory networks', 'BP neural network', 'multilayer feed-forward neural networks', 'recurrent neural networks', 'error backpropagation trained models']",Predictive AI
W4281633760,"['teeth semantics', 'structural information feature extraction']",Data-Centric AI
W4307778801,['Natural Language Processing (NLP)'],Data-Centric AI
W4206412291,"['sensors', 'MQ139', 'eCO2', 'TVOC', 'fire detection']",Data-Centric AI
W4281700899,"['Neural networks', 'Pattern recognition', 'CNN', 'Spectrum images', 'Seismometer condition']",Predictive AI
W4295981278,[],Other
W4293207157,"['machine learning models', 'observational datasets']",Predictive AI
W4281255517,"['BP neural network-based model', 'early warning model for enterprise financing risks']",Predictive AI
W4225284430,"['GANs', 'diffusion models', 'anomaly detection (autoencoder-based)', 'kNN imputation']",Data-Centric AI
W4213377223,"['IoT sensor analytics', 'network intrusion detection (graph neural networks)']",Data-Centric AI
W4221052987,"['supervised learning', 'random forests', 'kriging']",Predictive AI
W4220690423,"['Deep convolutional neural network', 'Antimicrobial activity']",Predictive AI
W4313411103,"['machine learning', 'machine learning models', 'risk factors', 'weather prediction', 'disease outbreak prediction']",Predictive AI
W4291536382,[],Other
W4220776696,"['gradient boosted regression trees', 'full-chemistry simulation (i.e., training dataset) from a chemistry climate model']",Data-Centric AI
W4285585695,[],Other
W4308876460,"['YOLOv5', 'image fusion', 'feature fusion transformer', 'multi-head attention', 'feed-forward network']",Data-Centric AI
W4281638172,"['LSTM', 'time series of actions']",Predictive AI
W4283803103,[],Other
W4320505048,[],Other
W4306648660,['machine learning models'],Predictive AI
W4213377045,"{'Label': 'AI for Data Enhancement & Monitoring', 'Definition': 'Tools that improve data quality, automate collection/processing, or enable real-time monitoring.', 'Subcategories': {'Data Generation': ['Synthetic data creation (GANs, diffusion models)', 'Data augmentation (neural style transfer)'], 'Data Cleaning': ['Anomaly detection (autoencoder-based)', 'Missing value imputation on precipitation data (kNN imputation)'], 'Monitoring Systems': ['IoT sensor analytics (LSTM-based)', 'Network intrusion detection (graph neural networks)']}, 'Examples': ['Satellite imagery preprocessing with CNNs', 'Diffusion-based satellite data synthesis']}",Data-Centric AI
W4289874698,"['graph neural networks', 'deep learning model']",Predictive AI
W4300303854,N/A,N/A
W4291633822,"['time-series forecasting', 'transformers', 'LSTM-based']",Predictive AI
W4286382630,"['radial basis function', 'neural network model']",Decision-Support AI
W4312077663,"['S-ResNet', 'ResNet', 'FMM', 'AEM']",Predictive AI
